Identifier,Company Name,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
BTRW.L,Barratt Redrow PLC,85.7129447682691,86.5726542497181,51.4257549093471,50.1355351005188,44.1998848518496,45.8319640286853,49.4187206181133,50.6788873894137,50.6864582445978,42.5351037851038,30.5142102703078,31.2244944384217,56.3368093430487,61.1656545209177,49.1096866096866,45.7083333333333,22.2386587771203,37.3258082497213,31.1740890688259,5.98290598290598
BEZG.L,Beazley PLC,67.0042864458138,69.1536469360737,66.4650872943993,37.6498599439776,32.4965974701663,35.1528608142672,33.2304258622602,35.913696513088,28.8432529922938,31.8141775378617,36.4883251795538,37.997272670923,37.5006274373528,45.7311076604555,32.2919642857143,24.8790322580645,24.5576707726764,26.8604651162791,27.2093023255814,34.4444444444444
BWY.L,Bellway PLC,54.335213640964,51.0259691434347,52.1386730755868,54.7435900379694,52.1871415164516,44.9039198349543,42.9128103226464,38.2528992599843,35.6843662410464,39.19484907857,34.4357031857032,37.8562990758113,21.6966067417658,24.0768212691072,37.1406882591093,31.1965811965812,26.4423076923077,37.9920246977103,39.3696581196581,23.7516869095816
BKGH.L,Berkeley Group Holdings PLC,69.1150224249803,65.9597384134554,67.3241121587744,81.0426056825102,78.6228521918774,74.9405890376219,70.8821852100541,68.3782496181282,63.4356725146199,52.5861089814578,67.3513986013986,67.6054478493503,67.5510334985007,71.0000436319211,70.0354251012146,60.7905982905983,56.3525641025641,32.2849669839636,6.61696395392047,7.42240215924426
BYG.L,Big Yellow Group PLC,84.3337841142581,85.6814098891982,96.0046517778942,96.6139662018527,95.9144404711233,92.3414566200723,94.2345771260449,95.9952759482171,83.8514285714286,87.224476911977,87.5951489209916,86.0118092180693,85.186345493363,81.9819080319396,74.340608063067,55.6038961038961,38.8031462585034,0.0,0.0,0.0
BOY.L,Bodycote PLC,28.8990866887837,30.1089973395871,23.7275419636533,26.4524422267412,23.287344350815,24.2512418352126,20.1391043619472,18.0713796896785,29.1188472292593,14.4320210133463,13.0829903978052,19.812816184874,15.359116814901,17.9363207620396,13.5490216483537,13.1722777616794,5.47647803082586,4.1922514619883,5.72916666666666,0.0
BATS.L,British American Tobacco plc,91.3914077400518,93.977415191749,95.8104792743484,93.6277348115643,85.4341350397176,80.0649204902534,83.9418939722891,84.039109039109,84.2449922958398,86.4246957996958,84.5782005301731,85.2272727272727,84.8484848484848,86.8298368298368,86.4002626992346,86.815358554489,76.6233766233766,74.6001683501684,82.6370320855615,72.6461038961039
BLND.L,British Land Company PLC,90.3460465530579,90.2029402873656,86.4125217143843,89.8583430688742,89.5354675042443,93.7344725489951,92.0531514210611,94.428420549702,91.5710197592551,83.825306122449,78.1818652947385,73.6353259724046,74.8232724248512,78.8460054990606,79.3854336633399,85.8039590760224,82.7987012987013,74.7172619047619,75.4095904095904,57.6233766233766
CLDN.L,Caledonia Investments PLC,71.7283950617284,72.5048577989755,29.7619047619048,21.5686274509804,45.7142857142857,46.7948717948718,44.2307692307692,45.8333333333333,30.3921568627451,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNA.L,Centrica PLC,68.3164380838799,70.7922803756137,63.3181097764431,61.0068767598007,64.4669157461555,69.2070453912559,75.2417442072615,76.6396316102199,76.0386662322146,80.6069071945509,76.7543807461349,76.7877363612391,75.0448908973813,76.2259945130316,71.2947479251827,54.9558080808081,61.9281045751634,63.8475529100529,57.1729196729197,46.5740740740741
CHG.L,Chemring Group PLC,25.0988860353925,29.724428753555,29.552705359157,23.5791997049604,18.9094467176659,16.6954465756336,19.1252144082333,11.4389233954451,18.9217758985201,8.79462350050585,21.4943553178847,20.6922162804516,19.9076324744774,18.1086432506887,18.5630498533724,2.5974025974026,0.673400673400673,0.0,0.0,0.0
CBRO.L,Close Brothers Group PLC,85.1803477170757,85.6077950577414,88.1399562071254,87.4191847273429,76.9204359149192,70.528305326998,63.0122244878004,59.6438609492145,58.1068667219185,25.4384276250599,23.8348831038257,21.8928185095192,24.6635220125786,25.5431265695704,25.5499738875466,26.1345036524893,18.3235867446394,23.6286919831224,25.562372188139,25.8145363408521
CPG.L,Compass Group PLC,81.5722574665831,72.1768426399934,73.0552334557772,69.730468445228,55.9181169120928,49.1520176893311,53.4304334932782,59.4899386566053,62.694089698825,64.9196579774834,59.8298638383027,67.7401085295822,65.1069518716577,67.9356223311022,78.0424829513964,38.5520282186949,39.2512077294686,11.5555555555556,12.037037037037,0.0
DCC.L,DCC PLC,38.9845558304733,42.2694178228512,41.498256714876,44.0652032596894,38.5267447199265,37.4118738404453,48.9802234299517,50.197316861904,40.8558393437426,44.4159335288368,48.7710084033614,27.6223294960617,27.5975013829983,20.3617144349903,22.0583814333814,11.1931818181818,10.6345408976988,9.73707664884135,0.0,0.0
SMDS.L,DS Smith PLC,89.9013079311992,76.5739750744092,71.2618882176654,71.9186859775849,68.9716607596121,74.8685706166525,74.4061682644072,69.5084659758573,72.1253135451505,45.9218830737433,49.8080689385037,49.2461430575035,51.6244405370844,62.2938288920056,48.0080701407538,58.8192510887413,53.3967391304348,59.2677345537757,35.1268115942029,5.0395256916996
DLN.L,Derwent London PLC,90.5801550030392,72.8564933998161,70.8398365485948,79.6427033893632,85.1889275017079,76.6021870989947,72.2736188296829,74.6477098947687,74.0386394557823,63.5741813120545,86.3929503704785,83.0174939336795,70.3845741428924,80.6773643519492,76.3143494768571,60.0194805194805,54.2920918367347,22.8321678321678,34.2883116883117,0.0
FGP.L,FirstGroup PLC,74.6029773370853,73.2896567717996,59.7504456327986,79.9444020032255,75.0347823136177,75.8446534308603,63.5822510822511,52.4622781250785,59.5804822417726,65.9225906867416,74.1171210586104,61.5938104448743,70.885101010101,65.4370452242792,67.7212858063922,65.6565656565656,67.156862745098,66.9372294372294,45.3748006379585,10.3174603174603
GSK.L,GSK plc,80.9386146248489,84.7134436047368,86.5071378173546,83.4889226433344,80.7544026653974,80.0701795350768,79.7520661157025,79.102582810448,79.1375730193501,71.8430275899316,75.2936978480457,78.5832862789385,75.8245108096077,74.8439323901574,71.8506661037621,74.3748273003592,78.0791576844208,70.1122184410955,69.53125,75.8522727272727
GFTU_u.L,Grafton Group PLC,50.053673324698,49.0452933991865,43.782757278014,35.456847546775,36.5741437569826,34.494856691578,54.6885683760684,56.6184575562974,54.8196049504139,43.659313479519,29.8995601539461,25.6864956491822,25.9885474510151,22.681271165941,26.5356125356125,0.0,0.0,0.0,0.0,0.0
GRI.L,Grainger PLC,57.7498476932884,63.4512545517509,70.1206391535185,63.8974970970448,65.9780461331834,69.6481472076922,71.408926484847,71.112371445856,73.681679568379,73.5201907186741,73.2600925147182,72.1778557396893,71.5767015888434,69.1094751131896,65.9670164917541,56.0666577907957,46.228448275862,0.0,0.0,0.0
GPEG.L,Great Portland Estates PLC,80.6773083340269,75.1735800169066,81.0981420084432,81.615426666075,84.8408213784848,85.4598185675266,85.2782278199081,83.511545158604,82.0424489795919,83.6769951648683,79.9481492290481,80.4561547912809,72.6416056104502,74.2765715353481,75.3631278439556,59.5909090909091,66.9323979591837,45.3796203796204,21.0285714285714,27.1428571428571
GNC.L,Greencore Group PLC,51.7047427461266,45.9737707147549,39.8108503121138,39.6786387081383,29.7340705411094,33.8860133581816,35.7438913669917,40.8637658637659,33.7391974274804,37.0250526500527,36.7144861999064,35.2746212121212,30.5555555555556,34.6736596736597,11.1205132738892,0.0,0.0,12.6262626262626,41.1931818181818,0.0
HSBA.L,HSBC Holdings PLC,93.0605271839536,93.4586172428028,94.607922464609,94.8117658159021,95.5994788336589,95.8959256499781,95.9807520513028,96.220633299285,96.0834081873246,95.332990731368,92.261764156393,91.6808518307497,87.1371648460775,87.7607805383572,85.7093306402899,91.8202840325143,95.5001078373891,84.2432065491692,89.2979912014096,73.5800728673536
HLMA.L,Halma PLC,45.2555878716421,47.7240188584969,49.8941798941799,47.4185724185724,40.5663001451045,36.6118098004029,37.572861920688,44.3254767917073,34.9172310781414,36.5530116668002,34.5386347482784,34.711966568879,33.8845202533246,35.8363587121237,37.9022753960904,37.7149016635832,38.6658414320847,5.04807692307693,3.8981288981289,3.91737891737892
HMSO.L,Hammerson PLC,72.9475532211829,73.4202096497159,82.7473852336852,87.649779593222,85.820683047388,83.5069817400645,84.9406919524567,87.3186394557823,89.0187792100106,83.3676410979782,84.3801315595834,86.5738820230653,87.7949955120441,93.8751412920616,80.1233766233767,79.8235544217687,84.7702297702298,86.6831168831169,85.3571428571429,82.1428571428572
HWG.L,Harworth Group PLC,43.7367632924199,35.0242712164753,38.5977695407792,27.1023595670289,28.7003958958021,30.0796848343951,21.1464833552942,25.5285843920145,37.5310813980765,11.872474677589,27.3076114381833,29.9589161242672,38.675154374523,40.5155631139654,49.4752623688156,40.0179736386633,6.32183908045977,10.8374384236453,0.0,0.0
ITV.L,ITV PLC,40.2623376623377,42.4171842650103,43.968253968254,43.5823798627002,46.247311827957,30.6842755637936,24.5771929824561,23.7016763599042,26.0197183098592,24.7435897435897,26.9723557692308,38.8612862547289,55.0760368663594,57.109375,54.0485829959514,48.8142189932538,51.4766081871345,56.15,58.0,27.5714285714286
INF.L,Informa PLC,76.6667512929471,76.507193289802,77.6973350946967,66.2659795399206,65.4243129612588,53.1022408963585,53.4519632414369,44.2370851864523,48.2732394366197,45.6293706293706,43.671875,40.9520807061791,38.0990783410138,40.9933035714286,26.8825910931174,28.8998443175921,21.0087719298246,0.0,6.75,0.0
IHG.L,InterContinental Hotels Group PLC,84.8008149714564,87.4338982080699,87.521216505831,84.5299279378881,82.5340524209772,77.247467592135,70.4490534617507,69.3151484818151,72.6581527717989,75.0955440500696,72.3060421372658,72.5782800344204,71.8182085829145,72.9553266767575,57.1371599315646,61.3174603174603,53.6846342910416,6.06060606060606,0.0,22.2222222222222
ICGIN.L,Intermediate Capital Group PLC,66.7064443046785,65.037341063856,68.990964560113,68.5684708391302,58.7817798073345,50.9961805198662,60.4180235415027,47.2506030389273,52.2191654076339,51.7274657402046,49.005543473608,24.6111111111111,20.0277254655786,22.9392639361071,24.8792270531401,30.3582270795386,30.6804749623899,21.8954248366013,26.3347763347764,26.2962962962963
ITRK.L,Intertek Group PLC,61.6907937302387,64.6613579657058,66.0119533911698,70.1886055122662,69.1144627612318,63.2711518342277,64.3895417594131,65.3509794776119,67.0387211864703,75.0453386482798,70.5044754744003,66.2147193746931,58.2556935817805,58.3812014753592,31.4500214500215,40.7748762587472,2.36348208046321,0.0,0.0,0.0
INVP.L,Investec PLC,96.7240132388097,95.7072133581672,95.9819684503842,92.9439539221774,92.3157110009574,96.8582616690079,95.8776803201836,95.9711991700036,95.5151610976424,93.1046130090716,89.784298543599,87.141975308642,86.6970077422055,80.5696416497634,84.4658271956918,75.7291542594965,63.2095183513624,75.5539614219672,37.3955722639933,41.8518518518519
JDW.L,J D Wetherspoon PLC,54.3320649714564,56.2664963814389,58.9027843192341,48.8867391437872,41.9912802393545,38.9685128441677,38.5135240592468,34.7924847924848,25.1206453978731,25.6878686433923,45.8624825713433,44.386052719386,59.9699967347026,47.8407561601648,28.6973180076628,37.0952380952381,38.305152979066,26.0,27.3569023569024,12.962962962963
SBRY.L,J Sainsbury PLC,89.4290670500348,91.958354756192,90.8952126850251,56.7634007515473,48.2205952128573,43.7088419842823,44.2873228554199,58.9306210094254,61.7743850735568,77.5544708545558,68.9020605759682,70.8359240214201,63.47314003564,62.4281045751634,63.6789021164021,76.0667171236277,77.0138888888889,73.3901515151515,66.2280701754386,56.2263257575758
JMAT.L,Johnson Matthey PLC,53.4878750828325,54.4242395937707,56.8551546347058,57.8318413066864,67.797250029445,58.6873463353449,54.5221993365941,50.9333649543544,52.3543143722708,61.9186472469981,57.2509518746412,63.3322028082328,62.1220165588982,61.083421049889,61.1395010042149,64.584889380649,66.3452613315984,61.9479633801071,73.3045637484769,73.713648540914
KLR.L,Keller Group PLC,28.9504078297182,33.8851692654855,21.5633131571996,22.799671592775,16.2748364803159,6.28786557357986,7.06749366413232,8.81366928393175,5.95545029748093,23.3605339757101,22.0499738356881,21.875274140664,17.4571309777121,20.6666666666667,21.1775389361596,34.7788694894088,1.90476190476191,0.0,0.0,0.0
KIE.L,Kier Group PLC,59.3755701514322,63.680246537662,62.0226968792159,65.0902387411323,63.694488507689,55.686667829525,58.8229326818447,49.9350473470654,52.3936594696663,48.8573005835878,51.9470608756323,45.9436301652444,37.0253555967842,40.031746031746,34.9509877096084,59.4883720930233,33.7578162578163,16.7372134038801,19.0476190476191,9.52380952380953
KGF.L,Kingfisher PLC,77.1292128200462,78.3519377124518,80.3358694594463,81.8876427686803,81.5790248932096,85.0834959508937,84.500466853408,84.5645424836601,86.1621653285299,87.0612900581919,85.0326157860404,86.1230669265757,82.8782225237449,81.8147392823838,80.6389365351629,83.4027777777778,58.2389532389532,45.1388888888889,14.1960784313726,45.030303030303
LAND.L,Land Securities Group PLC,92.1561341134038,92.1842647320371,92.3961078612824,93.5302911422406,89.2319989702525,94.7303614194484,94.812870650661,94.5253422615306,92.1812097812098,93.0786394557823,84.3858427020741,79.5417092271025,83.3631629743965,82.9857930266279,78.7121401710429,79.8340434165145,73.5389610389611,67.8082482993198,74.0309690309691,69.0727272727273
LLOY.L,Lloyds Banking Group PLC,97.578593062644,95.1966065845461,93.8857407172748,94.8891853821905,94.6880060343736,94.489938980558,93.973442288049,93.7398877641686,92.6975474977333,92.1613223459044,89.7724355227942,86.9509682224429,88.7352758469424,92.4820909468439,75.2089843276894,78.3231951197163,42.9767781075243,49.3189211437082,86.5430358303165,46.3345864661654
LSEG.L,London Stock Exchange Group PLC,76.0717299824637,73.0415750122227,73.1189464907644,77.471620412455,83.5909216146458,86.221672644584,80.8695325877527,81.0297951582868,78.9535482210642,48.9834982201394,45.3888888888889,44.5647625026156,41.4677551447971,43.8465193632692,42.6644936567283,37.042439764071,43.0336362187151,41.8047433398311,44.5185185185185,38.6450066137566
EMG.L,Man Group PLC,65.6362702807338,70.9838906960527,66.3872564675282,62.4899995122503,60.8533086933681,38.8968867561243,37.162412358022,18.2694447372428,38.8293765682301,47.9686084092307,71.7962962962963,65.9552207574806,72.4717122352837,79.159737071355,82.4274767616729,83.5556809227022,64.7138530208831,62.1163247625236,40.5185185185185,28.0629960317461
MKS.L,Marks and Spencer Group PLC,61.2180347159382,64.2947815326848,66.2720298396618,78.505866195267,80.6512212643678,83.5023858317265,83.9358840948861,84.0157639831147,95.7377450980392,96.3639658637846,96.5611015490534,95.7012393998695,97.1150530647607,95.5409191416654,96.3537445202674,94.6633790737564,94.2638888888889,87.1321321321321,53.3055555555555,82.0112044817927
MSLH.L,Marshalls PLC,68.7337818333234,72.3758415042254,78.7704476745971,73.5862546676125,51.2513058903543,59.5160551792308,51.7779872067071,44.4719601677149,46.4805992603272,41.616473149492,39.8040638606676,44.4018074678452,46.5170831208567,66.9025157232704,70.2562893081761,69.4927713795638,56.0488346281909,26.2893081761006,16.7295597484277,10.9538784067086
MTO.L,Mitie Group PLC,93.24440924682,93.3158146201624,93.6963780698225,92.7663753754113,92.611610293985,82.1326482400189,85.1174086926281,87.5552483120114,85.1171696073581,82.1998671263377,86.2867883995704,86.1327941314775,85.4813664596273,90.3862480546794,70.039039039039,59.0800477897252,44.343782236864,24.0042358406777,2.38095238095238,0.0
NWG.L,NatWest Group PLC,75.5245191490891,80.4280274397493,81.2852535036273,83.2698725648361,85.2945934899056,82.8765584676991,80.7680239273101,78.4653490280097,76.9862235052909,79.2212619071289,79.2924438273149,80.5239572989077,80.434253951711,72.395676029397,75.3962630761192,67.7474296569497,73.1529809852594,76.9281197990826,85.3746054952195,85.1294903926483
NG.L,National Grid PLC,54.2238123633473,55.6880673159743,51.116890700224,42.5210627293961,58.2399285250162,55.2171323370154,51.40559732665,64.4152526911147,49.387898593781,55.8091307338619,49.7932630906769,57.1617960860839,43.7581760177041,34.6939777974261,44.3329903978052,41.5102811841942,47.429152637486,42.5381263616558,50.1074735449735,27.9761904761905
NXT.L,Next PLC,79.1874171560387,80.235858287937,80.2493857344427,85.8792213219762,68.6934747385476,62.5848380783575,62.4633967062002,70.8570261437908,69.1983627503743,68.4186214244734,65.7436399217221,66.5516569200779,80.6875345494748,78.61196085096,73.1646655231561,64.1916666666667,49.5645645645645,50.8611111111111,29.6638655462185,44.6666666666666
PZC.L,PZ Cussons PLC,23.4886425834702,24.2310950597467,25.8615288220551,25.5676328502415,24.5152889784946,14.1054421768707,17.3240740740741,17.2830402722632,14.8899572649573,15.2329472329472,15.4960317460317,16.9313725490196,18.3333333333333,17.741935483871,17.2508818342152,19.1666666666667,3.23529411764706,1.22222222222222,0.0,0.0
PAGPA.L,Paragon Banking Group PLC,67.156941145421,59.6665434539699,42.8034005131645,44.2233674850676,43.5946467598742,43.682740694801,45.238485991589,44.4985212334849,39.1285056040341,35.8790850689634,33.1442705756286,31.1497427236155,32.5227987421384,29.3958276291501,29.8890456684788,30.6903827587281,24.8297227951376,23.6286919831224,25.562372188139,25.8145363408521
PAYP.L,PayPoint plc,38.0773169482847,38.0038682352037,33.6222328396241,28.3505110919923,34.8606755005138,37.4286053944124,35.5812324929972,35.2998236331569,27.2385283404406,26.7119221678667,25.5059074912016,36.0275689223057,33.8197644649257,33.1004140786749,32.0628768303187,24.7421707421707,13.8504864311316,6.17283950617283,10.9756097560975,0.0
PSON.L,Pearson PLC,79.9444262830991,80.1031746031746,82.6075514874142,79.7275985663082,81.4859437751004,81.119298245614,82.3972102136659,78.0969818913481,62.4825174825175,65.9122596153846,65.4337957124842,66.241935483871,67.7566964285714,63.6437246963563,64.6523092890504,64.9269005847953,62.05,23.5,59.952380952381,67.2619047619048
PNN.L,Pennon Group PLC,69.4272445820433,70.3560371517028,72.2080937638213,70.2026693030153,47.1879898523224,48.3403361344538,49.0942028985507,41.656346749226,53.0198175526895,51.5837104072398,56.4705882352941,51.3368983957219,47.0053475935829,43.8235294117647,55.6862745098039,49.3872549019608,40.7563025210084,32.3529411764706,8.8235294117647,14.7058823529412
PSN.L,Persimmon PLC,65.1535755813456,69.436750542161,71.2008339881229,73.4647130515361,72.2686740825789,76.5346643911199,76.596165219116,75.7729197253489,72.4483834504077,44.5047846210637,43.233016983017,54.0226530470433,52.6361698184204,53.3676571112759,61.1470985155196,62.8205128205128,66.6602564102564,37.2314767172627,14.6901709401709,0.0
RS1R.L,RS Group PLC,61.4427282528913,63.0374957475097,67.8836135888036,68.962148962149,63.3355248739864,53.3497073578595,46.1070132303009,37.9304029304029,41.0655410655411,31.5527065527066,43.2450142450142,49.3558776167472,46.6190721207443,48.2329988851728,41.7567155067155,42.7895089659796,29.2570677186062,30.1816239316239,24.2521367521367,0.0
RAT.L,Rathbones Group PLC,75.3628040770079,74.4887781321286,74.5298341533455,75.3148602446,76.3089089320588,73.697714231813,72.3121749500682,69.6767623531617,72.695103905295,71.2069412426935,69.3148148148148,67.532433563507,62.3923108178029,68.8484992476439,46.9593838877704,46.9505038565322,45.7436633189861,39.1592406943284,35.1851851851852,31.2375992063492
RWI.L,Renewi PLC,49.2316673909862,32.440303657695,40.42639617288,38.2101983657899,45.5954530353255,48.089079005096,46.6071631074693,44.8319229744136,44.4402858908438,43.6907455289808,43.0694593626924,47.3165302987554,55.8229813664596,58.4984292380145,61.0896610896611,33.2223928998122,41.2190942065156,9.37008949921432,23.1519274376417,41.9312169312169
RSW.L,Renishaw PLC,50.7376096731278,48.7870884776674,49.9395721908075,50.2095151115845,50.3438720860239,52.4021146901094,46.482500330344,29.511871564953,32.2826896732909,25.5561471475126,21.8181406423894,18.2262496862977,34.017726715373,37.9294715958309,21.8755808717461,22.2531110145207,6.61672908863919,2.63888888888889,7.65765765765765,3.29218106995884
RTO.L,Rentokil Initial PLC,74.0493196534334,75.9485056006795,77.7065587639041,70.8395402001526,72.5765372461982,67.8509837670008,72.12131079553,59.3092017590618,58.7523839505371,53.181336637219,53.0587182241317,53.256110431884,71.4026915113872,57.5530209282651,66.3427713427713,47.0131421744325,57.9157099597351,52.6644804263169,22.2902494331066,57.2751322751323
RIO.L,Rio Tinto PLC,62.9608983826889,71.5094997930901,78.2491045932734,76.8700291956106,81.9602490376527,78.7045483786742,80.2869649537473,77.8633432487655,79.6157248081328,81.0748703659431,80.1022771871118,74.1252275110004,82.5867748939094,87.4729038276876,83.1307266624331,80.2324818709597,79.4770855140399,83.9793281653747,73.4135726914185,84.7285097136353
RR.L,Rolls-Royce Holdings PLC,76.3647959105003,77.5514807772872,78.3749110929638,81.5171747403818,77.3871346299116,80.5850962454736,79.1036385429978,79.1799265605875,73.405862305293,74.6691048415186,72.4025974025974,67.9207403806334,65.8826495474223,67.1603128054741,67.478354978355,51.5297906602255,38.8146167557932,36.3636363636364,0.0,68.732782369146
SSE.L,SSE PLC,72.9677665247746,88.1308573140415,89.8421204726432,76.4997220546445,62.7357921323554,67.4491648511256,55.1194920427306,59.1286533479227,64.0670990046387,55.107006217121,49.1978800067035,52.9290326362929,64.0528632742452,79.2692627387054,79.1384063240681,84.3138120328397,68.44107762975,63.679522242309,48.7409051670982,40.5847338935574
SGE.L,Sage Group PLC,45.4963128976287,46.5139069942077,46.3506164304643,37.6889740376582,37.0315095441377,27.7473926254414,25.7633125622898,58.2167437809499,55.3400383141762,52.4318074412083,56.5998117277181,34.5307626596738,39.3902136825451,34.2542584129622,32.9285807546677,25.3800107613667,28.1481481481481,19.1741430871866,7.01754385964912,11.6666666666667
SVS.L,Savills PLC,32.5604465432669,35.9771197909035,40.9298460350795,34.5434750748487,35.3908006934033,25.2371829958037,13.2259528130671,20.1966122202057,25.3260614590664,21.4791767152425,33.9939024390244,35.0592664399616,35.4162908485395,40.4006951748006,34.6326836581709,24.2866018728088,2.96336206896552,0.0,0.0,0.0
SDR.L,Schroders PLC,86.5526161637085,87.5410727120293,86.1043155274474,87.9956187686299,87.8451220467817,84.9409046428067,85.1660283663024,86.4344077719874,85.0392792271235,85.8333333333333,84.1494036409291,87.2911686934771,85.5692827538872,89.9784926244518,92.2943680301836,90.666347839949,45.9787586249575,28.5185185185185,68.5391865079365,46.4814814814815
SGRO.L,Segro PLC,75.1390584079114,78.5103238908888,79.56723796758,80.4409600220331,79.6905293110531,78.3885597893444,86.8878491937315,87.2272108843538,87.3403881566195,79.7569596446001,81.5212774695657,82.7998716459092,78.1481592707155,77.5038112627888,69.9545454545455,68.6075680272109,65.4795204795205,63.7844155844156,75.3571428571429,20.0
SRP.L,Serco Group PLC,57.2323618410575,53.6798729466071,34.0498241513709,37.3612044287211,32.9481792717087,38.9053753546507,45.3899586886993,40.1295370014108,34.7208755296991,64.6290726817043,66.2450233549641,75.388198757764,63.7238096571934,67.5130845130845,63.0227001194743,53.586403114705,39.6153583384573,30.8163265306122,25.3968253968254,38.6243386243386
SVT.L,Severn Trent PLC,63.90608875129,66.6924664602683,61.3832375055285,63.5887296094908,59.3894377526607,50.8613445378151,42.1675191815856,41.7492260061919,53.2242843661529,52.1367521367521,58.4558823529412,56.951871657754,55.496137849079,64.0374331550802,59.6078431372549,50.8578431372549,50.8403361344538,44.1176470588235,30.0,29.4117647058823
SHEL.L,Shell PLC,92.4895680162534,90.6726613944192,91.3497160332763,90.3441648901782,91.7587518304487,91.8834558362675,93.6650599080175,91.9508449161692,91.4503338851852,90.3996722650569,90.3288346253714,90.2158575693248,90.5252960163283,89.6641377370355,88.3068415449751,93.5039074572829,51.1210933523364,51.1912107500343,62.6969838176735,54.0668231225297
SN.L,Smith & Nephew PLC,43.6399650255583,45.0058662705589,44.3182966255809,44.8423666414557,47.8432139341957,46.1748824652051,41.3308361319211,35.637403641135,33.245869776482,28.7191334646266,48.484219269103,48.9548726467331,53.2258648140107,45.4602544364314,43.3729139922978,45.6601061477222,44.3269096494903,32.9545454545455,38.1338899196042,30.6547619047619
SMIN.L,Smiths Group PLC,39.1763447405445,36.8197959710744,38.2334828837079,39.5228803183348,35.2968460111317,35.6356362538428,42.6550383600066,31.945958054829,33.0217497556207,33.7843773873186,40.6378585917125,40.6626867047759,43.7989811912226,50.2029220779221,42.2469008264463,27.8651173388015,26.1512180629828,12.5757575757576,24.8322510822511,51.0330578512396
