Company Name,GICS Sector Name,Year,ESG,E,S,G
AGC Inc,Industrials,2010,73.0772390587475,58.6529371554896,84.3306737588652,74.1984505027983
AGC Inc,Industrials,2011,43.7711459538384,68.1971961456232,77.0670224678945,71.1021718540056
AGC Inc,Industrials,2012,74.9778562599102,69.1911611423807,74.5703068461427,83.1390539942678
AGC Inc,Industrials,2013,68.4730088208482,54.9354811854812,70.3934080858028,83.0631692317298
AGC Inc,Industrials,2014,66.382348986137,58.4270380782009,67.5290799625906,74.92770797001
AGC Inc,Industrials,2015,77.5848247630826,70.0335940113268,89.224985540775,69.1651728553137
AGC Inc,Industrials,2016,77.141974885208,74.8178323026501,89.4473401109755,60.884954722164
AGC Inc,Industrials,2017,82.7609212317402,85.5542801850102,91.9438827098079,64.7429149435165
AGC Inc,Industrials,2018,82.493874824406,83.2330882466999,88.7122219796523,71.790820165538
AGC Inc,Industrials,2019,80.2211596056443,87.5531581806059,88.2761206020704,58.0701225637935
AGC Inc,Industrials,2020,82.8809878335594,87.3842453138716,90.3871447701235,65.2671072418697
AGC Inc,Industrials,2021,78.1554525971827,86.524709721544,86.8842804350591,56.1119833538258
AGC Inc,Industrials,2022,80.9282732480512,87.4793387187902,88.142144170513,61.1101570242338
AGC Inc,Industrials,2023,75.0037594234849,83.8755341880342,83.5088072197947,49.7439860957303
AIA Group Ltd,Financials,2017,63.052759083104,73.6014939616981,65.7481821287618,67.0068773778168
AIA Group Ltd,Financials,2018,67.2497231392286,68.0608958813492,62.613192635633,82.5980392156863
AIA Group Ltd,Financials,2019,74.5272239588256,73.6936949162083,63.4502190163127,96.1835748792271
AIA Group Ltd,Financials,2020,74.0864107877045,70.8288770053476,63.9309831816544,95.2857142857143
AIA Group Ltd,Financials,2021,71.5871566916675,69.6580803596595,61.9968306957486,91.1574074074074
AIB Group PLC,Financials,2005,46.2879146602987,29.2008698407212,35.7411438749258,77.8787878787879
AIB Group PLC,Financials,2006,51.5766464492647,31.1104645964739,45.3858717844018,77.7441077441078
AIB Group PLC,Financials,2007,61.1033414152423,61.8034440132823,50.5800792303339,83.8888888888889
AIB Group PLC,Financials,2008,62.9514038507736,61.7722704952921,54.6393481563464,85.7843137254902
AIB Group PLC,Financials,2009,27.3348595140707,74.088698970603,52.7776273965398,40.3838383838384
AIB Group PLC,Financials,2011,45.6614000217716,86.4933382985766,45.9407678027223,30.6542443064182
AIB Group PLC,Financials,2012,43.5048092476204,88.8579030068877,41.8202689534383,29.4023569023569
AIB Group PLC,Financials,2013,29.0925979189211,55.7511444642022,40.327416064346,14.4806763285024
AIB Group PLC,Financials,2014,27.3572388082079,23.0395109133099,39.9241956029341,17.948717948718
AIB Group PLC,Financials,2015,34.112369061021,27.6194612967235,48.9758353835735,23.543823326432
AIB Group PLC,Financials,2016,34.4620674473415,69.7250095135092,47.9937206462288,12.8571428571429
AIB Group PLC,Financials,2017,60.5064687070487,78.7888409499293,68.2591441722958,54.5079365079365
AIB Group PLC,Financials,2018,68.7181220791964,84.6131556778388,70.8354306997245,67.7547169811321
AIB Group PLC,Financials,2019,63.7368284733852,85.637441625015,63.7778722177857,62.6691919191919
AIB Group PLC,Financials,2020,71.9796256436017,81.7039165833659,74.789876875088,72.0634920634921
AIB Group PLC,Financials,2021,73.9358420614114,82.7640132254026,76.1615186293006,74.3214285714286
AIB Group PLC,Financials,2022,67.3905784038622,81.5183424264495,80.1787232644418,50.8123456790124
AIB Group PLC,Financials,2023,57.638078914528,84.3381010197782,75.4595209945379,76.7757575757576
ALK-Abello A/S,Health Care,2018,36.5516616515834,39.7980230386053,53.2300768185441,9.24603174603174
ALK-Abello A/S,Health Care,2019,53.6265638699991,59.0552118039029,73.3455610155497,20.1766096509526
ALK-Abello A/S,Health Care,2020,66.4251967963857,67.1671592462562,80.4665922709635,44.4017094017094
ALK-Abello A/S,Health Care,2021,62.6228766710507,66.7098695241583,79.5354404776122,34.3508615567439
ALK-Abello A/S,Health Care,2022,69.6619500273107,70.3889526964097,83.3426377671777,48.6837869476149
ALK-Abello A/S,Health Care,2023,66.6388339356811,65.435232498946,80.3277618823642,46.1048951048951
AMETEK Inc,Industrials,2009,16.6409781494805,7.73860153256705,24.6576350759927,16.8131021194605
AMETEK Inc,Industrials,2010,14.5563615682905,7.38911403805021,24.4116688396349,10.2356557377049
AMETEK Inc,Industrials,2011,19.0592329550744,1.98675496688742,24.834585409972,31.9740777666999
AMETEK Inc,Industrials,2012,12.2650799379343,2.28758169934641,22.6146185190248,10.6686827956989
AMETEK Inc,Industrials,2013,25.848977486707,15.9726679503637,33.8002782101084,27.2755102040816
AMETEK Inc,Industrials,2014,29.7394410691723,18.2265380334912,34.0928276896227,37.8471511429546
AMETEK Inc,Industrials,2015,32.2544284892676,18.7710437710438,29.4782433409356,52.0743773456159
AMETEK Inc,Industrials,2016,33.3808554627162,21.7469834299762,26.5784491367274,56.2602124183007
AMETEK Inc,Industrials,2017,30.7783261219354,20.5821138783359,29.5465016316219,44.6288395904437
AMETEK Inc,Industrials,2018,26.2264592769517,22.3402012783898,29.6980204056255,26.3383665065203
AMETEK Inc,Industrials,2019,41.9693033015073,25.0358669108669,39.9104489741116,64.9888137550834
AMETEK Inc,Industrials,2020,46.0825196363542,32.1946795823957,50.6512136032141,56.7578622778883
AMETEK Inc,Industrials,2021,56.3909833854159,67.2480243343895,48.2589526114666,54.02453015027
AMETEK Inc,Industrials,2022,60.1274227246826,64.1928807060386,52.0393173080917,65.8532780265859
AMETEK Inc,Industrials,2023,58.9579277509855,69.720492766522,53.447729082307,53.2673324312757
ANA Holdings Inc,Industrials,2004,32.1172594680714,55.5096418732782,25.8853410740203,15.5604075691412
ANA Holdings Inc,Industrials,2005,57.5226391322322,69.3602693602693,61.9213836477987,38.0253164556962
ANA Holdings Inc,Industrials,2006,49.8400789583789,74.1869495874072,72.0193171608266,49.3715174512016
ANA Holdings Inc,Industrials,2007,56.6649494132417,67.1536796536796,69.2161325746231,26.6492153833926
ANA Holdings Inc,Industrials,2008,67.7138355677181,65.829346092504,55.6862387994463,87.4940692326313
ANA Holdings Inc,Industrials,2009,58.7163710610986,71.3450292397661,58.9591632868359,75.6042173560422
ANA Holdings Inc,Industrials,2010,66.1233759205911,70.7252727009566,60.5034282628622,69.335101291623
ANA Holdings Inc,Industrials,2011,61.8381182731061,69.8489453808603,63.0574001470228,79.2306548602392
ANA Holdings Inc,Industrials,2012,70.9878383415381,63.4709595959596,64.4810367829236,88.8358628118568
ANA Holdings Inc,Industrials,2013,63.9802666833076,59.9071566731141,50.6882037936039,88.0295580599174
ANA Holdings Inc,Industrials,2014,63.0187149829049,65.2764345583494,43.0883813306852,89.877103549017
ANA Holdings Inc,Industrials,2015,48.3999333523706,70.3108125277937,43.2521273341583,88.6747759282971
ANA Holdings Inc,Industrials,2016,60.7303586658222,75.5400782013685,44.2776515421891,68.6617082198478
ANA Holdings Inc,Industrials,2017,66.638364707981,71.5981270869423,61.8382217690502,68.2495031956604
ANA Holdings Inc,Industrials,2018,79.301151846319,83.0092046001137,74.4531571704221,82.3596193122153
ANA Holdings Inc,Industrials,2019,82.6280008975794,81.4176245210728,84.2590864552001,81.5580945074616
ANA Holdings Inc,Industrials,2020,78.6334431113278,83.8162136482405,81.5860018949112,68.5855728671148
ANA Holdings Inc,Industrials,2021,81.3284321973227,85.277182364561,82.8085374920148,74.8057631072859
ANA Holdings Inc,Industrials,2022,72.9123750984498,82.1459015541348,76.0196861763573,58.1808435769435
ANA Holdings Inc,Industrials,2023,61.7384391908155,79.3659034664175,68.7036904847546,32.093830749354
ANSYS Inc,Information Technology,2009,44.015231099505,0.0,60.2326725288371,43.2547814207651
ANSYS Inc,Information Technology,2010,40.4246542738642,31.9444444444444,47.7817584927205,36.6334330342307
ANSYS Inc,Information Technology,2011,55.2874219239166,31.1774461028192,50.4060824566891,66.7237903225807
ANSYS Inc,Information Technology,2012,51.8545850669461,29.4117647058823,46.4340640617901,63.2551020408164
ANSYS Inc,Information Technology,2013,52.9524271821541,28.125,46.0838647463216,66.3152507676561
ANSYS Inc,Information Technology,2014,51.234187677693,26.9581056466302,42.1702446050474,66.3220743773457
ANSYS Inc,Information Technology,2015,55.8111473895431,26.6666666666667,53.7876158205117,66.296977124183
ANSYS Inc,Information Technology,2016,53.5454728927837,26.179604261796,50.641058356725,64.2562571103527
ANSYS Inc,Information Technology,2017,43.3995703634443,32.0539868008222,54.2345567342765,37.4731182795699
ANSYS Inc,Information Technology,2018,45.5709151739421,32.6054074494233,56.3343035593147,40.1920941594493
ANSYS Inc,Information Technology,2019,58.0849517969601,58.7162276258021,85.7868191627925,34.0411832610629
ANSYS Inc,Information Technology,2020,60.8381459687747,57.6055555555556,85.2964057972495,40.7466437959983
ANSYS Inc,Information Technology,2021,58.9395318781655,59.7152165111026,82.8498102041909,38.1174201519847
ANSYS Inc,Information Technology,2022,58.8216265955922,59.6779943653181,83.918961791974,37.0148379069332
ANSYS Inc,Information Technology,2023,56.7218999644767,62.2319589559226,82.25826690159,33.0612041139306
ANZ Group Holdings Ltd,Financials,2004,31.2189520208753,79.116473149492,53.9525207286812,71.5780998389694
ANZ Group Holdings Ltd,Financials,2005,36.1487238316379,84.8336834733894,64.4696460573476,74.6913580246914
ANZ Group Holdings Ltd,Financials,2006,76.6336225527236,88.2239091318039,76.16051310573,83.744918699187
ANZ Group Holdings Ltd,Financials,2007,42.8003486937285,86.6652141404617,82.9076266554818,82.9710144927536
ANZ Group Holdings Ltd,Financials,2008,58.9733273425409,80.1545845688144,90.4720696645133,79.9763076362311
ANZ Group Holdings Ltd,Financials,2009,54.800179238959,87.2525996169984,89.2741070477309,90.662177328844
ANZ Group Holdings Ltd,Financials,2010,55.2165564306184,93.4290416466469,91.4341458946999,96.2765957446809
ANZ Group Holdings Ltd,Financials,2011,53.0298155482342,93.9868754879001,88.6983978059202,93.3346927969891
ANZ Group Holdings Ltd,Financials,2012,47.5236942324235,92.0177536453202,82.781271135849,96.7560986578777
ANZ Group Holdings Ltd,Financials,2013,48.9171000028824,93.7700089789668,85.5506211057104,96.4358561460011
ANZ Group Holdings Ltd,Financials,2014,47.2439922152225,92.1829492500364,86.1105282151371,99.0722819593787
ANZ Group Holdings Ltd,Financials,2015,50.0817689123586,81.006701764797,85.256614126446,98.6284123319299
ANZ Group Holdings Ltd,Financials,2016,47.3422565142211,83.9923435061091,90.4931556470678,99.2078733807148
ANZ Group Holdings Ltd,Financials,2017,51.0192096723286,84.9574882891338,90.1391075410275,98.1411401398779
ANZ Group Holdings Ltd,Financials,2018,44.1757911847505,83.9325528581986,86.8312862511737,98.9650641755905
ANZ Group Holdings Ltd,Financials,2019,47.9781775021247,85.5923015482293,87.8560997197646,95.1618787944174
ANZ Group Holdings Ltd,Financials,2020,48.2237076370495,83.8781020470251,88.2329049096942,91.5686274509804
ANZ Group Holdings Ltd,Financials,2021,48.9688561784912,83.9581606390408,86.0194937356104,93.3078015086024
ANZ Group Holdings Ltd,Financials,2022,51.6101582034303,83.0919105621639,83.2117990392903,92.0142444602876
ANZ Group Holdings Ltd,Financials,2023,50.4836495943107,81.2762534181245,86.3713680604966,93.8555494165592
AO World plc,Consumer Discretionary,2014,33.395556582842,12.5331239176835,31.7705672275076,45.6323166435707
AO World plc,Consumer Discretionary,2015,35.2703030117537,13.125,32.9045706220823,48.97154606171
AO World plc,Consumer Discretionary,2016,34.8506292481502,14.9024319907719,32.9720721545646,46.912013536379
AO World plc,Consumer Discretionary,2017,33.5621968732497,13.0800701344243,31.4206529771677,46.1827534605313
AP Moeller - Maersk A/S,Industrials,2004,17.8558460421206,7.52314814814815,20.4653371320038,26.8627450980392
AP Moeller - Maersk A/S,Industrials,2005,16.3954831932773,11.6830065359477,20.1522435897436,17.1666666666667
AP Moeller - Maersk A/S,Industrials,2006,18.7324735449735,11.0339506172839,20.6330128205128,25.5
AP Moeller - Maersk A/S,Industrials,2007,31.1939867995769,40.1951058201058,28.7248787248787,23.6024844720497
AP Moeller - Maersk A/S,Industrials,2008,45.4499923816694,41.0846560846561,36.1829836829837,62.7355072463768
AP Moeller - Maersk A/S,Industrials,2009,56.395594001511,71.5208065208065,54.0226681531029,63.7147215865751
AP Moeller - Maersk A/S,Industrials,2010,44.3902951358329,74.4371980676329,53.3198380566802,57.8608695652174
AP Moeller - Maersk A/S,Industrials,2011,46.3010097021914,79.4973776223776,63.6042900671747,33.5246376811594
AP Moeller - Maersk A/S,Industrials,2012,59.8150445415167,80.7470935772823,64.4801996496912,28.631884057971
AP Moeller - Maersk A/S,Industrials,2013,57.0835308975815,79.0411563499945,51.4176696319553,38.1
AP Moeller - Maersk A/S,Industrials,2013,57.0835308975815,79.0411563499945,51.4176696319553,38.1
AP Moeller - Maersk A/S,Industrials,2014,51.9532918031358,70.3579806389798,50.8850263752225,31.2564102564102
