Company Name,GICS Sector Name,Year,ROA,ROE,Q_Ratio
Anheuser-Busch Inbev SA,Consumer Staples,2004,0.048499999999999995,0.09969,0.09094212457432164
Antofagasta PLC,Materials,2004,0.21937,0.31678,0.2802098676372933
Aon PLC,Financials,2004,0.027149999999999997,0.1424,0.41335549606388333
Applied Materials Inc,Information Technology,2004,0.09681,0.12186,2.558168595102544
ArcelorMittal SA,Materials,2004,0.13369999999999999,0.4207,0.07571348565235432
Asahi Group Holdings Ltd,Consumer Staples,2004,0.00983782362340787,0.091,0.17521278753433123
Asahi Kasei Corp,Materials,2004,0.022099452092613034,0.11699999999999999,0.4033007141786341
Ashtead Group PLC,Industrials,2004,0.0323,0.1902,0.0578993132602204
Assa Abloy AB,Industrials,2004,0.0817,0.2032,0.2698369670259534
Assicurazioni Generali SpA,Financials,2004,0.0058,0.11939999999999999,0.07994691044382891
Associated British Foods PLC,Consumer Staples,2004,0.0771,0.11380000000000001,0.45818876506431283
Assurant Inc,Financials,2004,0.02,0.1373,0.2244277614399396
Astellas Pharma Inc,Health Care,2004,0.013296231757197593,0.046,0.9490557794189054
AstraZeneca PLC,Health Care,2004,0.345,0.34740000000000004,0.739384990518635
AstraZeneca PLC,Health Care,2004,0.1864,0.33390000000000003,0.739384990518635
Atlas Copco AB,Industrials,2004,0.12300000000000001,0.2621,0.7171449110852718
Auckland International Airport Ltd,Industrials,2004,0.106069,0.20305499999999999,0.21857820985587373
Autodesk Inc,Information Technology,2004,0.2325,0.3998,7.308042484142204
Automatic Data Processing Inc,Industrials,2004,0.0382,0.1825,0.9583759256755252
Autozone Inc,Consumer Discretionary,2004,0.1355,1.4708,1.658230281759149
Avery Dennison Corp,Materials,2004,0.0805,0.2238,1.452282389983111
Axfood AB,Consumer Staples,2004,0.09859,0.25548,0.47542169841961396
BAE Systems PLC,Industrials,2004,0.0318,0.2125,0.44231753552849185
BCE Inc,Communication Services,2004,0.046799999999999994,0.1293,0.45423943362944885
BHP Group Ltd,Materials,2004,0.1872396,0.3934624,0.9791324021198784
BNP Paribas SA,Financials,2004,0.00515,0.14,0.02422393604155444
BOC Hong Kong Holdings Ltd,Financials,2004,0.015343,0.185787,0.041009274900571116
BP PLC,Energy,2004,0.11035,0.2787,0.7797561229049316
BXP Inc,Real Estate,2004,0.044199999999999996,0.13449999999999998,0.9368652006600928
Babcock International Group PLC,Industrials,2004,0.0658,0.19920000000000002,0.18409437134580506
Baker Hughes Co,Energy,2004,0.11199999999999999,0.1861,2.661230369874734
Balfour Beatty PLC,Industrials,2004,0.046509999999999996,0.3569,0.3712326178060945
Ball Corp,Materials,2004,0.0662,0.34419,0.9475044579158546
Baloise Holding AG,Financials,2004,0.0036,0.068,0.034921904191333564
Banca Monte dei Paschi di Siena SpA,Financials,2004,0.0053,0.10880000000000001,0.0901022047850676
Banco BPM SpA,Financials,2004,0.0105,0.1539,0.036683839806199194
Banco Bilbao Vizcaya Argentaria SA,Financials,2004,0.0105,0.2961,0.07570996109818388
Banco Comercial Portugues SA,Financials,2004,0.0102,0.18350000000000002,0.08497715471954971
Banco Santander SA,Financials,2004,0.0070999999999999995,0.15380000000000002,0.04341214696338087
Banco de Sabadell SA,Financials,2004,0.0092,0.1355,0.032366758782530175
Bank of America Corp,Financials,2004,0.013300000000000001,0.16949999999999998,0.14347553251993533
Bank of New York Mellon Corp,Financials,2004,0.01539,0.15927,0.24013075138907927
Bank of Nova Scotia,Financials,2004,0.01,0.19510000000000002,0.03878609625237401
Bankinter SA,Financials,2004,0.0055000000000000005,0.1438,0.034241493559096815
Barclays PLC,Financials,2004,0.004699999999999999,0.16735,0.03577255432060764
Barratt Redrow PLC,Consumer Discretionary,2004,0.1094,0.2224,0.4128225173276179
Baxter International Inc,Health Care,2004,0.0949,0.281,1.8448458879940284
Bayer AG,Health Care,2004,0.04199,0.14118,0.26590620289184635
Beazley PLC,Financials,2004,0.009399999999999999,0.03978,0.038139992240745574
Bellway PLC,Consumer Discretionary,2004,0.11869999999999999,0.2077,0.3423406460414947
Berkeley Group Holdings PLC,Consumer Discretionary,2004,0.09050000000000001,0.1597,0.2626917759507457
Big Yellow Group PLC,Real Estate,2004,0.0151,0.04305,0.1453433099282957
Biogen Inc,Health Care,2004,0.0647,0.1104,1.8335716088911138
BlueScope Steel Ltd,Materials,2004,0.16875199999999999,0.305263,0.34835174924286055
Bodycote PLC,Industrials,2004,0.046470000000000004,0.09515000000000001,0.9186053005813539
Boeing Co,Industrials,2004,0.042800000000000005,0.2328,0.9451016232735515
Boliden AB,Materials,2004,0.0949,0.2108,0.22536268305447307
Boston Scientific Corp,Health Care,2004,0.1857,0.35544,2.4486535931930087
Bouygues SA,Industrials,2004,0.0342,0.1578,0.2443094931642672
British American Tobacco plc,Consumer Staples,2004,0.0962,0.27258,0.31600083392546174
British Land Company PLC,Real Estate,2004,0.038856783225983266,0.04190000000000001,0.9451106474202524
Brookfield Corp,Financials,2004,0.0466,0.26890000000000003,0.02683985289450333
Brown & Brown Inc,Financials,2004,0.09359999999999999,0.19699999999999998,2.6390011046958337
Brown-Forman Corp,Consumer Staples,2004,0.11470000000000001,0.2297,3.230345687164964
Bunge Global SA,Consumer Staples,2004,0.03399,0.09208,0.5500637164398043
CAE Inc,Industrials,2004,0.0275,0.0718,0.2524000930566533
CBRE Group Inc,Real Estate,2004,0.0817,0.2897,1.5303502879419193
CGI Inc,Information Technology,2004,0.0674,0.1063,0.2572341120856959
CH Robinson Worldwide Inc,Industrials,2004,0.1458,0.2607,4.538923766160503
CK Hutchison Holdings Ltd,Industrials,2004,0.061783000000000005,0.069745,0.16011921559084308
CK Infrastructure Holdings Ltd,Utilities,2004,0.09230000000000001,0.11814999999999999,0.3339561724434772
CLP Holdings Ltd,Utilities,2004,0.11710000000000001,0.198478,0.46454814198702543
CME Group Inc,Financials,2004,0.07730000000000001,0.2743,3.191687877698712
CMS Energy Corp,Utilities,2004,0.0127,0.08789999999999999,0.19908892486877378
CSL Ltd,Health Care,2004,0.089255,0.15268,0.14909848620386487
CSX Corp,Industrials,2004,0.0318,0.0956,0.45515145558063713
CVS Health Corp,Health Care,2004,0.076,0.1394,1.407478592459793
Caledonia Investments PLC,Consumer Discretionary,2004,0.0054,0.006,0.5523168379145399
Camden Property Trust,Real Estate,2004,0.0348,0.1139,0.6728458765287839
Cameco Corp,Energy,2004,0.04413,0.09053000000000001,1.6040166598678478
Campbell's Co,Consumer Staples,2004,0.1043,0.5567,1.8170964843226092
Canadian Imperial Bank of Commerce,Financials,2004,0.0070999999999999995,0.24,0.02936166179162621
Canadian National Railway Co,Industrials,2004,0.0701,0.16820000000000002,0.5471686021870164
Canadian Pacific Kansas City Ltd,Industrials,2004,0.0509,0.1264,0.1081336844244162
Canadian Tire Corporation Ltd,Consumer Discretionary,2004,0.0527,0.015,0.3208027697017673
Canon Inc,Information Technology,2004,0.0890451862539273,0.16,1.417479177506558
CapitaLand Integrated Commercial Trust,Real Estate,2004,0.147087,0.210703,0.08691269086274302
Carlsberg A/S,Consumer Staples,2004,0.01849,0.061180000000000005,0.2523686857415808
Carrefour SA,Consumer Staples,2004,0.0409,0.2094,0.556236326984555
Castellum AB,Real Estate,2004,0.0632,0.15245,0.10845452644627711
Celanese Corp,Materials,2004,0.050300000000000004,1.7031999999999998,0.40721403872666223
Celestica Inc,Information Technology,2004,0.026600000000000002,0.0583,0.3482617140820313
Cencora Inc,Health Care,2004,0.0319,0.0848,0.7585142779822178
CenterPoint Energy Inc,Utilities,2004,0.013500000000000002,0.1789,0.2328151663531193
Central Japan Railway Co,Industrials,2004,0.013813067580485124,0.11900000000000001,0.3266911779263287
Centrica PLC,Utilities,2004,0.05738000000000001,0.2783,0.6780653776585563
Chemring Group PLC,Industrials,2004,0.0816,0.18387,0.4129150602339167
Chevron Corp,Energy,2004,0.11204532992140377,0.225,1.012832285114795
Chiba Bank Ltd,Financials,2004,0.002401146352564241,0.09,0.053332861523192505
Chocoladefabriken Lindt & Spruengli AG,Consumer Staples,2004,0.09534000000000001,0.19572,0.3667701963200312
Christian Dior SE,Consumer Discretionary,2004,0.0225,0.14967,0.10665317439540088
Chubb Ltd,Financials,2004,0.01529,0.081,0.27586808525304296
Chubu Electric Power Co Inc,Utilities,2004,0.01836047242277795,0.065,0.37375300116077115
Chugai Pharmaceutical Co Ltd,Health Care,2004,0.0321261956777318,0.156,0.8530183939666199
Cincinnati Financial Corp,Financials,2004,0.03512,0.09234,0.4877846404099231
Cintas Corp,Industrials,2004,0.09820000000000001,0.14279999999999998,2.2577844783092966
Cisco Systems Inc,Information Technology,2004,0.1788,0.2614,3.103633021132721
Citigroup Inc,Financials,2004,0.0137,0.1825,0.16468898080649944
Clorox Co,Consumer Staples,2004,0.1506,-1.0618,2.3703113433591376
Coca-Cola Co,Consumer Staples,2004,0.17679999999999998,0.3181,3.2590596836524277
Coca-Cola Europacific Partners PLC,Consumer Staples,2004,0.02421,0.10881,0.28192029044992123
Cochlear Ltd,Health Care,2004,0.154092,0.3818,1.0043324320310143
Cofinimmo SA,Real Estate,2004,0.0384,0.0758,0.20463234226472135
Cognizant Technology Solutions Corp,Information Technology,2004,0.1775,0.21539999999999998,7.9868330014610995
Colgate-Palmolive Co,Consumer Staples,2004,0.1724,1.0857999999999999,3.34018852395646
Coloplast A/S,Health Care,2004,0.10279999999999999,0.2403,0.383886467076545
Comcast Corp,Communication Services,2004,0.009000000000000001,0.0231,0.5464446039402321
Commerzbank AG,Financials,2004,0.00268,0.09444000000000001,0.03253208026463494
Commonwealth Bank of Australia,Financials,2004,0.017554,0.156196,0.04831460183322109
Compagnie Financiere Richemont SA,Consumer Discretionary,2004,0.1537,0.1612,0.4934706805839897
Compagnie de Saint Gobain SA,Industrials,2004,0.041299999999999996,0.1124,0.3217055327343288
Compass Group PLC,Consumer Discretionary,2004,0.0489,0.17247,0.33598266755013473
Computershare Ltd,Industrials,2004,0.065924,0.149931,0.5808448641481834
ConocoPhillips,Energy,2004,0.12375935289114852,0.2511,0.7544793497802783
Consolidated Edison Inc,Utilities,2004,0.02946,0.1001,0.4567374826613812
Constellation Brands Inc,Consumer Staples,2004,0.04019999999999999,0.113,0.8232751946292317
Continental AG,Consumer Discretionary,2004,0.09183999999999999,0.27617,0.31045230769292376
Cooper Companies Inc,Health Care,2004,0.065,0.1117,1.0397349517622934
Corning Inc,Information Technology,2004,0.1168,0.2327,2.5823813094030514
Covivio SA,Real Estate,2004,0.0181,0.073,0.07160326806500669
Credit Agricole SA,Financials,2004,0.0039000000000000003,0.1201,0.019727652349436256
Croda International PLC,Materials,2004,0.09720000000000001,0.37015,0.23158214842775715
Cummins Inc,Industrials,2004,0.0797,0.2944,0.6102578613594771
D'Ieteren Group SA,Consumer Discretionary,2004,0.0202,0.09960000000000001,0.22010569312562997
DBS Group Holdings Ltd,Financials,2004,0.015939000000000002,0.048831,0.02453044483836247
DCC PLC,Industrials,2004,0.0857,0.228,0.1578624566500075
DR Horton Inc,Consumer Discretionary,2004,0.1175,0.2743,0.8938547845239156
DSV A/S,Industrials,2004,0.0712,0.20199999999999999,0.07858729731419077
DaVita Inc,Health Care,2004,0.0352,0.2597,0.8144639876479395
Dai Nippon Printing Co Ltd,Industrials,2004,0.04394333158085379,0.06,1.020297273449815
Daikin Industries Ltd,Industrials,2004,0.011051586172142426,0.151,0.23930774801034715
Daito Trust Construction Co Ltd,Real Estate,2004,0.04178383850115007,0.142,0.9374596108043892
Daiwa House Industry Co Ltd,Real Estate,2004,0.008727071034355586,0.079,0.1994194459025079
Daiwa Securities Group Inc,Financials,2004,0.002350154925022643,0.084,0.14122388108246245
Darden Restaurants Inc,Consumer Discretionary,2004,0.0989,0.22829999999999998,2.0006459055385872
Dassault Systemes SE,Information Technology,2004,0.13970000000000002,0.2011,0.7990654947378848
Deere & Co,Industrials,2004,0.043,0.2112,0.47857325218035013
Demant A/S,Health Care,2004,0.2964,1.127,0.8053712779286443
Derwent London PLC,Real Estate,2004,0.013959999999999998,0.0254,0.20330221441223542
Deutsche Bank AG,Financials,2004,0.00385,0.1264,0.036721530773710216
Deutsche Lufthansa AG,Industrials,2004,0.02426,0.10614000000000001,0.1392371304999671
Deutsche Telekom AG,Communication Services,2004,0.044109999999999996,0.11708,0.22498429379662427
Devon Energy Corp,Energy,2004,0.10449,0.21283000000000002,0.9178648300465762
Dnb Bank ASA,Financials,2004,0.0102,0.1893,0.04488806894263912
Dollar Tree Inc,Consumer Staples,2004,0.1052,0.159,1.4207100475602898
Dover Corp,Industrials,2004,0.0732,0.1445,1.2470238391354325
Duke Energy Corp,Utilities,2004,0.030670000000000003,0.10183,0.46528357960089906
E.ON SE,Utilities,2004,0.03634,0.10060000000000001,0.6210419583959462
EOG Resources Inc,Energy,2004,0.16399999999999998,0.2944,2.286089944840404
East Japan Railway Co,Industrials,2004,0.01632177837277857,0.098,0.4259912741651417
Eastman Chemical Co,Materials,2004,0.0837,0.2993,0.7281607235406201
Easyjet PLC,Industrials,2004,0.0409,0.0737,0.17712718733704438
Eaton Corporation PLC,Industrials,2004,0.08109999999999999,0.2194,0.9717478958700333
Ecolab Inc,Materials,2004,0.09179999999999999,0.2113,2.4458541597596604
Edison International,Utilities,2004,0.0298,0.157,0.40839949106550544
Eiffage SA,Industrials,2004,0.0431,0.2398,0.11611868314710434
Eisai Co Ltd,Health Care,2004,0.05642995099824232,0.126,1.3514748257304652
Electronic Arts Inc,Communication Services,2004,0.1244,0.1555,3.5980007723318077
Elekta AB (publ),Health Care,2004,0.0638,0.1562,0.4756819078439672
Elisa Oyj,Communication Services,2004,0.0866,0.15560000000000002,0.8855388667552464
Emerson Electric Co,Industrials,2004,0.0908,0.2052,1.7813841037789515
Enagas SA,Utilities,2004,0.0604,0.1812,0.5754826750804846
Enbridge Inc,Energy,2004,0.031200000000000002,0.1258,0.0715996580949427
Endesa SA,Utilities,2004,0.0331,0.1114,0.7204305378790612
Enel SpA,Utilities,2004,0.06722,0.20243,0.24954027615214047
Engie SA,Utilities,2004,0.04288,0.134,0.1469824309141859
Eni SpA,Energy,2004,0.06881157368064654,0.2351,0.7303289937887798
Equifax Inc,Industrials,2004,0.1292,0.28859999999999997,2.6959287198252797
Equity Residential,Real Estate,2004,0.02931,0.0766,0.7990108187237764
Erste Group Bank AG,Financials,2004,0.00487,0.11466,0.036997542397826086
EssilorLuxottica SA,Health Care,2004,0.102,0.1893,0.12478783213687875
Estee Lauder Companies Inc,Consumer Staples,2004,0.1116,0.2561,1.8591079629934608
Everest Group Ltd,Financials,2004,-0.013300000000000001,-0.0528,0.3768371060739784
Expeditors International of Washington Inc,Industrials,2004,0.12617,0.21624,4.5967031367701034
Exxon Mobil Corp,Energy,2004,0.16252669978640172,0.3049,1.6776440143940767
FMC Corp,Materials,2004,0.06269999999999999,0.1793,0.7367745166277372
Fanuc Corp,Industrials,2004,0.055362671542108416,0.11199999999999999,1.5972401236551375
Fast Retailing Co Ltd,Consumer Discretionary,2004,0.012054302606929577,0.19699999999999998,0.42255002377196876
Fastenal Co,Industrials,2004,0.1885,0.21289000000000002,6.641056189655464
FedEx Corp,Industrials,2004,0.0719,0.153,1.5398128692099589
Federal Realty Investment Trust,Real Estate,2004,0.048799999999999996,0.1479,1.3607276761361413
Ferrovial SE,Industrials,2004,0.0227,0.15,0.5128258214556662
Fifth Third Bancorp,Financials,2004,0.01514,0.16723,0.19889835795409838
First Quantum Minerals Ltd,Materials,2004,0.17876999999999998,0.42849,0.0819345554747899
FirstGroup PLC,Industrials,2004,0.0601,0.3151,0.5736847042138448
Fiserv Inc,Financials,2004,0.07275000000000001,0.1782,1.3218059363333088
Fisher & Paykel Healthcare Corporation Ltd,Health Care,2004,0.27122,0.32043999999999995,0.9680527065777624
Fortescue Ltd,Materials,2004,-0.010111000000000002,-0.016288,0.029899357937348138
Fortis Inc,Utilities,2004,0.0274,0.0974,0.04582986906737492
Freeport-McMoRan Inc,Materials,2004,0.1685,0.5073,1.784009270214475
Fresenius Medical Care AG,Health Care,2004,0.057069999999999996,0.11958,0.28285819226088316
Frontline Plc,Energy,2004,0.113,0.41369999999999996,0.4866317903587445
Fugro NV,Industrials,2004,0.09369999999999999,0.2844,0.8120358128291565
Fuji Electric Co Ltd,Industrials,2004,0.008766318610644632,0.04,0.4709515569609112
Fujifilm Holdings Corp,Information Technology,2004,0.025189867262990984,0.047,0.5383864429979676
Fujikura Ltd,Industrials,2004,0.010709750691306173,0.03,0.6376337182019912
Fujitsu Ltd,Information Technology,2004,0.012974118154030658,0.038,0.6786218240832294
GEA Group AG,Industrials,2004,0.01851,0.05673,0.38692250928493993
GN Store Nord A/S,Consumer Discretionary,2004,0.1186,0.16940000000000002,0.677431891837644
GSK plc,Health Care,2004,0.187,0.6943,1.9842814108305415
Garmin Ltd,Consumer Discretionary,2004,0.2188,0.2579,5.257261478195752
Geberit AG,Industrials,2004,0.13518,0.29581,0.8206896481063506
Gecina SA,Real Estate,2004,0.0273,0.048499999999999995,0.3848431154423872
Gen Digital Inc,Information Technology,2004,0.113,0.17129999999999998,3.3710507557504417
General Dynamics Corp,Industrials,2004,0.07416243654822335,0.17937,1.1654098689162384
General Electric Co,Industrials,2004,0.0271,0.16699999999999998,0.5500261440679854
General Mills Inc,Consumer Staples,2004,0.0613,0.19519999999999998,0.9723702126536035
Genuine Parts Co,Consumer Discretionary,2004,0.09168,0.16238,1.5971931468637577
Georg Fischer AG,Industrials,2004,0.0495,0.13933,0.25332544811124225
George Weston Ltd,Consumer Staples,2004,0.0382,0.1387,0.2678878156362816
Givaudan SA,Materials,2004,0.09179,0.18350000000000002,0.37617430843429034
Globe Life Inc,Financials,2004,0.0338,0.153,0.3906889709276309
Grafton Group PLC,Industrials,2004,0.08436,0.24478000000000003,0.75106787617193
Grainger PLC,Real Estate,2004,0.02388,0.132,0.2345742113712064
Great Portland Estates PLC,Real Estate,2004,0.0279,0.045599999999999995,0.3852038113106893
Great-West Lifeco Inc,Financials,2004,0.0173,0.1866,0.04217828508986571
Greencore Group PLC,Consumer Staples,2004,0.0581,0.2706,0.4826691616023536
Groep Brussel Lambert NV,Financials,2004,0.0562,0.05788,0.3923281066629879
HP Inc,Information Technology,2004,0.06089000000000001,0.12664,1.0507653689645227
HSBC Holdings PLC,Financials,2004,0.0108,0.15256,0.06031716986866268
Halliburton Co,Energy,2004,0.1107,0.2608,2.1116148304917597
Halma PLC,Information Technology,2004,0.1241,0.2023,0.31538124884198515
Hammerson PLC,Real Estate,2004,0.016,0.0311,1.1525573850173492
Hang Seng Bank Ltd,Financials,2004,0.03311,0.26452000000000003,0.10797446481820133
Hankyu Hanshin Holdings Inc,Industrials,2004,0.0120085819294027,0.099,0.336192387972791
Hannover Rueck SE,Financials,2004,0.0013,0.015880000000000002,0.05723085835468027
Harbour Energy PLC,Energy,2004,0.0471,0.1057,0.03777064080250684
Harworth Group PLC,Real Estate,2004,-0.051,-0.1478,0.335978399620726
Hasbro Inc,Consumer Discretionary,2004,0.07207,0.13803,1.090257629130274
Healthpeak Properties Inc,Real Estate,2004,0.044199999999999996,0.11359999999999999,0.9653648768494953
Heineken NV,Consumer Staples,2004,0.0713,0.1955,0.2790654676206462
Henkel AG & Co KGaA,Consumer Staples,2004,0.0556,0.15536,0.38425030850504416
Hershey Co,Consumer Staples,2004,0.13666,0.57488,2.3413293469114285
Hess Corp,Energy,2004,0.06719,0.20433,0.6172469655024849
Hiscox Ltd,Financials,2004,0.0213,0.1027,0.138371491751757
Hitachi Ltd,Industrials,2004,0.006008526437973231,0.023,0.2811375074611841
Holcim AG,Materials,2004,0.048150000000000005,0.12364000000000001,0.26182030904929265
Home Depot Inc,Consumer Discretionary,2004,0.13119999999999998,0.217,1.9365184044427428
Honda Motor Co Ltd,Consumer Discretionary,2004,0.0232964051887124,0.158,0.2660855669200222
Honeywell International Inc,Industrials,2004,0.0559,0.1605,0.9924058566528625
Hong Kong Exchanges and Clearing Ltd,Financials,2004,0.060334000000000006,0.31819600000000003,0.08967487534529346
Hong Kong and China Gas Co Ltd,Utilities,2004,0.135147,0.180171,0.5668626931297707
Host Hotels & Resorts Inc,Real Estate,2004,0.0167,0.057,0.8123772628805336
Humana Inc,Health Care,2004,0.0506,0.1404,1.2874555665311034
Huntington Bancshares Inc,Financials,2004,0.0126,0.1611,0.16541165299167812
IGM Financial Inc,Financials,2004,0.1003,0.1981,0.7296890799720018
ING Groep NV,Financials,2004,0.0070999999999999995,0.2186,0.07239305566924077
ITV PLC,Communication Services,2004,0.05612,0.10228,1.5189222288873703
Iberdrola SA,Utilities,2004,0.048799999999999996,0.15410000000000001,0.15039655110335115
Illinois Tool Works Inc,Industrials,2004,0.0349,0.1981,2.156406208579099
Imperial Oil Ltd,Energy,2004,0.1637,0.3846,1.1166236936528087
Industria de Diseno Textil SA,Consumer Discretionary,2004,0.17059999999999997,0.3023,0.5652539844588358
Industrivarden AB,Financials,2004,0.2904,0.33668,0.3401129029551357
Infineon Technologies AG,Information Technology,2004,-0.022099999999999998,-0.04032,0.2145734954789291
Informa PLC,Communication Services,2004,0.0473,0.11109999999999999,0.18364162311612947
Insurance Australia Group Ltd,Financials,2004,0.04828299999999999,0.24069700000000002,0.3711573796104
Intel Corp,Information Technology,2004,0.1793,0.2395,3.1147046404768806
InterContinental Hotels Group PLC,Consumer Discretionary,2004,0.053689999999999995,0.13083,1.3177506146900613
International Business Machines Corp,Information Technology,2004,0.0819,0.2616,1.2277892422854333
International Flavors & Fragrances Inc,Materials,2004,0.07359,0.21091000000000001,1.1794459336986334
International Workplace Group Plc,Real Estate,2004,0.11028,0.36105,0.18562827091206374
Intertek Group PLC,Industrials,2004,0.17535,1.66757,0.41364271401134706
Intesa Sanpaolo SpA,Financials,2004,0.011040000000000001,0.18609,0.037579827960815534
Intuit Inc,Information Technology,2004,0.14279999999999998,0.2288,3.4718896146847444
Investec PLC,Financials,2004,0.009000000000000001,0.22655999999999998,0.07827731117762995
Investor AB,Financials,2004,0.0308,0.0392,0.15569034975332885
Iron Mountain Inc,Real Estate,2004,0.0233,0.08109999999999999,1.161726146814823
Isuzu Motors Ltd,Consumer Discretionary,2004,0.02586640462357116,0.44799999999999995,0.20196280702363517
Itochu Corp,Industrials,2004,0.007583990926278682,0.166,0.13810672436247787
J D Wetherspoon PLC,Consumer Discretionary,2004,0.0371,0.1108,0.4063911807543644
J Sainsbury PLC,Consumer Staples,2004,0.0146,0.0368,0.29195607846232646
JPMorgan Chase & Co,Financials,2004,0.0088,0.09820000000000001,0.11583368516888974
Jabil Inc,Information Technology,2004,0.06509999999999999,0.1244,1.863529413593882
Jacobs Solutions Inc,Industrials,2004,0.06348421659291283,0.1319,1.6598922658341668
James Hardie Industries PLC,Materials,2004,0.12913,0.22649,0.6209325229250152
John Wood Group PLC,Energy,2004,0.049249999999999995,0.1295,0.23590772020579392
Johnson Controls International PLC,Industrials,2004,0.06506,0.12555,0.9300704886243496
Johnson Matthey PLC,Materials,2004,0.0779,0.1668,0.6680560439595866
Juniper Networks Inc,Information Technology,2004,0.0536,0.062400000000000004,1.5388821389481977
Jyske Bank A/S,Financials,2004,0.0127,0.19808,0.02977307878788031
K+S AG,Materials,2004,0.07323,0.17704,0.26527526491814984
KDDI Corp,Communication Services,2004,0.020220284619061342,0.185,0.26158302726293664
KLA Corp,Information Technology,2004,0.11710000000000001,0.1532,2.4101129315723417
Kajima Corp,Industrials,2004,0.005913278852256712,0.06,0.2933964394810053
Kansai Electric Power Co Inc,Utilities,2004,0.011069790177187424,0.042,0.34667338634613015
Kawasaki Kisen Kaisha Ltd,Industrials,2004,0.04018341931161147,0.396,0.2672909522509741
Kbc Groep NV,Financials,2004,0.0073,0.1425,0.07278932763749497
Kellanova,Consumer Staples,2004,0.09269999999999999,0.4293,1.6930613658555864
Keller Group PLC,Industrials,2004,0.07609,0.26217,0.21532610535956495
